Class_Label,lemmatized_tokens,html_tag_count,css_tag_count,spam_phrase_count,link_count,grammar_error_count,misspelled_word_count
Normal,"['frank', 'risk', 'san', 'partially', 'set', 'today', 'risk', 'long', 'future', 'position', 'whatever', 'risk', 'prior', 'matter', 'since', 'rest', 'book', 'short', 'price', 'large', 'offset', 'calculation', 'match', 'company', 'true', 'risk', 'need']",0,0,2,0,3,5
Normal,"['mary', 'transferred', 'account', 'call', 'see', 'new']",0,0,1,0,0,3
Normal,"['jeff', 'let', 'close', 'march']",0,0,1,0,0,1
Normal,[],0,0,1,0,2,18
Normal,"['tara', 'received', 'setting', 'cortez', 'executable', 'id', 'right', 'set', 'fine', 'thank', 'help']",0,0,1,0,4,4
Normal,"['mary', 'sure', 'attachment', 'right', 'file', 'attached', 'message', 'please', 'try']",0,0,1,0,1,1
Normal,"['mary', 'got', 'go', 'ahead', 'get', 'carpet', 'shampooer', 'make', 'sure', 'come', 'back', 'clean', 'use', 'wade', 'tenant', 'far', 'w', 'rule', 'social', 'security', 'call', 'later', 'today', 'discus']",0,0,2,0,0,3
Normal,"['appeal', 'skilling', 'lee', 'amelia', 'storage', 'cycle', 'body', 'shop', 'applaud', 'cycle', 'daily', 'transportation', 'save', 'gas', 'pollution', 'help', 'keep', 'strong', 'healthy', 'bike', 'rack', 'front', 'building', 'request', 'wish', 'could', 'accommodate', 'request', 'however', 'body', 'shop', 'capacity', 'assume', 'responsibility', 'cycle', 'daily', 'basis', 'bring', 'good', 'lock', 'able', 'secure', 'bike', 'outside', 'rack', 'keep', 'lee']",0,0,1,0,6,20
Normal,"['b', 'western', 'stra']",0,0,2,0,7,15
Normal,"['w', 'basis', 'quote', 'ill', 'get', 'ba']",2,0,2,0,3,16
Normal,"['w', 'basis', 'quote', 'ill', 'get', 'ba']",2,0,2,0,3,16
Normal,"['spoke', 'insurance', 'company', 'going', 'cancel', 'prorate', 'policy', 'work', 'issue', 'new', 'policy']",0,0,1,0,1,1
Normal,"['please', 'get', 'randy', 'resolve']",0,0,1,0,0,0
Normal,"['please', 'call', 'credit', 'desk', 'received', 'power', 'thanks']",0,0,1,0,0,4
Normal,"['kim', 'g', 'think', 'pay', 'demand', 'charge']",0,0,1,0,3,4
Normal,"['think', 'steven', 'wolf', 'person', 'talk', 'moving', 'kim', 'different', 'code']",0,0,1,0,1,1
Normal,"['still', 'issue']",0,0,1,0,1,1
Normal,['mary'],1,0,1,0,4,14
Normal,"['curve', 'sent', 'later', 'want', 'involved', 'process', 'today', 'sorry', 'slow', 'turnaround']",0,0,1,0,0,2
Normal,"['tara', 'note', 'documentation', 'approval', 'id', 'west', 'cash', 'trader', 'thank', 'help']",0,0,3,0,1,1
Normal,['file'],0,0,1,0,1,0
Normal,"['resigned', 'today']",0,0,1,0,1,1
Normal,"['frank', 'sell']",0,0,1,0,4,16
Normal,"['number', 'actual', 'flow', 'x', 'gas', 'daily', 'spread', 'actual', 'flow', 'x', 'index', 'spread', 'value', 'original', 'bid', 'cost', 'unwind', 'hedge', 'based', 'number', 'suggest', 'offer', 'pay', 'least', 'want', 'input', 'negotiate', 'el', 'push', 'actual', 'value', 'seasonal', 'shape', 'unwind', 'cost']",0,0,3,0,2,13
Normal,['mike'],0,0,1,0,6,16
Normal,[],0,0,1,0,3,15
Normal,"['didnt', 'get', 'review', 'give', 'feedback', 'tomorrow', 'morning']",0,0,1,0,0,1
Normal,"['tara', 'please', 'make', 'following', 'change', 'change', 'master', 'user', 'master', 'user', 'bob', 'mock', 'profile', 'please', 'make', 'change', 'noon', 'thank']",0,0,1,0,2,5
Normal,"['received', 'enrollment', 'confirmation', 'class', 'sign', 'mistake']",0,0,1,0,0,2
Normal,"['please', 'authorize', 'following', 'product', 'approval', 'customer', 'see', 'physical', 'bom', 'physical', 'monthly', 'index', 'physical', 'physical', 'bom', 'physical', 'monthly', 'index', 'physical', 'index', 'physical', 'physical', 'bom', 'physical', 'monthly', 'index', 'physical', 'physical', 'bom', 'physical', 'monthly', 'index', 'physical', 'please', 'approve', 'forward', 'dale', 'thank']",0,0,1,0,7,21
Normal,"['call', 'cant', 'get']",0,0,1,0,0,0
Normal,"['forecast', 'look', 'like', 'need', 'gas', 'swing', 'receipt', 'point']",0,0,1,0,3,4
Normal,"['griff', 'need', 'provide', 'view', 'id', 'two', 'major', 'publication', 'post', 'monthly', 'please', 'id', 'password', 'following', 'dexter', 'natural', 'gas', 'intelligence', 'inside', 'way', 'critical', 'id', 'sent', 'thanks', 'help']",0,0,1,0,11,12
Normal,"['please', 'authorize', 'forward', 'tara', 'please', 'set', 'following', 'ability', 'setup', 'manage', 'product', 'stack', 'manager', 'south', 'tory', 'frank', 'note', 'type', 'product', 'trader', 'month', 'physical', 'west', 'also', 'please', 'grant', 'access', 'password', 'enable', 'trader', 'execute', 'book', 'book', 'trade', 'possible', 'restrict', 'execution', 'authority', 'product', 'first', 'month', 'thank']",0,0,3,0,7,10
Normal,"['mary', 'received', 'message', 'please', 'try']",0,0,1,0,0,1
Normal,"['received', 'file', 'worked', 'good', 'job']",0,0,1,0,1,0
Normal,"['mary', 'write', 'stage', 'miss', 'sent', 'maybe', 'mary', 'stalking']",0,0,1,0,3,5
Normal,"['team', 'please', 'respond', 'stick', 'fir']",0,0,1,0,4,15
Normal,"['two', 'analyst', 'contact', 'jeff', 'group', 'power', 'trading', 'group', 'first', 'month', 'spoke', 'agreed', 'excellent', 'category', 'dont', 'want', 'go', 'unrepresented', 'since', 'group', 'mid', 'year', 'call', 'west', 'gas', 'trading']",0,0,2,0,5,9
Normal,['forecast'],0,0,1,0,0,0
Normal,"['outlook', 'migration', 'r', 'jo', 'ann', 'binh', 'chance', 'chuck', 'd', 'm', 'victor', 'c', 'l', 'jeff', 'kyle', 'r', 'maria', 'yuan', 'frank', 'jane', 'm', 'jay', 'mike', 'l', 'torus', 'j', 'h', 'mary', 'mike', 'brad', 'lam', 'anna', 'eric', 'communication', 'grace', 'beth', 'sandy', 'randy', 'cora', 'kirk', 'mark', 'l', 'tammy', 'barry', 'current', 'note', 'user', 'ensure', 'experience', 'successful', 'migration', 'note', 'outlook', 'necessary', 'gather', 'individual', 'user', 'information', 'prior', 'date', 'migration', 'please', 'take', 'minute', 'completely', 'fill', 'following', 'survey', 'double', 'click', 'document', 'put', 'edit', 'mode', 'finish', 'simply', 'click', 'reply', 'history', 'button', 'hit', 'send', 'survey', 'automatically', 'sent', 'outlook', 'migration', 'mailbox', 'thank', 'outlook', 'migration', 'team', 'full', 'name', 'login', 'id', 'extension', 'office', 'location', 'type', 'computer', 'yes', 'type', 'none', 'palm', 'pilot', 'permission', 'access', 'yes', 'anyone', 'permission', 'access', 'yes', 'yes', 'responsible', 'anyone', 'el', 'address', 'book', 'yes', 'anyone', 'else', 'responsible', 'address', 'book', 'yes', 'access', 'calendar', 'yes', 'calendar', 'distribution', 'group', 'mass', 'yes', 'please', 'list', 'please', 'list', 'note', 'application', 'currently', 'use', 'effort', 'plan', 'exact', 'migration', 'also', 'need', 'know', 'normal', 'work', 'hour', 'office', 'near', 'future', 'vacation', 'leave']",0,0,2,0,100,183
Normal,"['let', 'know', 'get', 'quote', 'pay', 'something', 'range', 'would', 'like', 'see', 'quote', 'description', 'work', 'done', 'understanding', 'rock', 'removed', 'siding', 'getting', 'quote', 'put', 'new', 'rock', 'need', 'clarify', 'ready', 'drop', 'dollar', 'amount', 'release', 'negotiation', 'stall', 'like', 'need', 'go', 'ahead', 'cut', 'utility', 'hopefully', 'thing', 'go', 'smoothly']",0,0,3,0,0,3
Normal,"['jeff', 'draw', 'release', 'status', 'quote', 'wade']",0,0,3,0,0,2
Normal,"['send', 'resume', 'believe', 'full', 'round', 'interview', 'trading', 'track', 'may']",0,0,2,0,0,0
Normal,"['jay', 'summary', 'attached', 'final', 'v']",0,0,1,0,2,14
Normal,"['guy', 'make', 'sure', 'someone', 'conference', 'call', 'week', 'tara', 'fundamental', 'group', 'recording', 'call', 'every', 'day', 'd', 'western', 'wholesale', 'activity', 'gas', 'power', 'call', 'privileged', 'confidential', 'communication', 'communication', 'attorney', 'work', 'product', 'privilege', 'please', 'forward', 'anyone', 'team', 'want', 'update', 'western', 'wholesale', 'matter', 'also', 'give', 'opportunity', 'raise', 'state', 'matter', 'want', 'discus', 'd', 'ray', 'j', 'alan', 'w', 'donna', 'jeff', 'l', 'd', 'j', 'western', 'wholesale', 'activity', 'gas', 'power', 'call', 'privileged', 'confidential', 'communication', 'communication', 'attorney', 'work', 'product', 'privilege', 'date', 'every', 'time', 'pacific', 'central', 'eastern', 'time', 'number', 'host', 'code', 'participant', 'code', 'everyone', 'else', 'attached', 'table', 'ongoing', 'issue', 'proceeding', 'use', 'tomorrow', 'conference', 'call', 'available', 'team', 'member', 'o', 'drive', 'please', 'feel', 'free', 'update', 'table', 'appropriate', 'agenda', 'tomorrow', 'power', 'discussion', 'market', 'mitigation', 'order', 'el', 'review', 'upcoming', 'filing', 'gas', 'response', 'subpoena', 'upcoming', 'item', 'unable', 'participate', 'call', 'tomorrow', 'senate', 'energy', 'resource', 'committee', 'hearing', 'element', 'market', 'mitigation', 'order']",0,0,2,0,21,72
Normal,['j'],0,0,1,0,3,13
Normal,"['d', 'western', 'wholesale', 'activity', 'gas', 'power', 'call']",0,0,1,0,3,15
Normal,"['traveling', 'business', 'meeting', 'take', 'fun', 'trip', 'especially', 'prepare', 'presentation', 'would', 'suggest', 'holding', 'business', 'plan', 'meeting', 'take', 'trip', 'without', 'formal', 'business', 'meeting', 'would', 'even', 'try', 'get', 'honest', 'opinion', 'whether', 'trip', 'even', 'desired', 'necessary', 'far', 'business', 'meeting', 'think', 'would', 'productive', 'try', 'stimulate', 'discussion', 'across', 'different', 'group', 'working', 'often', 'presenter', 'quiet', 'waiting', 'turn', 'meeting', 'might', 'better', 'round', 'table', 'discussion', 'format', 'suggestion', 'go', 'play', 'golf', 'rent', 'ski', 'boat', 'jet', 'ski', 'flying', 'somewhere', 'take', 'much', 'time']",0,0,1,0,1,1
Normal,"['mike', 'problem', 'west', 'power', 'site', 'please', 'make', 'sure', 'active', 'password', 'thank']",0,0,1,0,2,3
Normal,"['give', 'update', 'unit', 'mix', 'include', 'bedroom', 'reduced', 'number', 'building', 'flores', 'working', 'construction', 'drawing', 'time', 'construction', 'drawing', 'complete', 'send', 'bid', 'original', 'bid', 'competitive', 'still', 'firm', 'strong', 'local', 'presence', 'contact']",0,0,1,0,2,2
Normal,"['going', 'conference', 'call', 'type', 'weekly', 'meeting', 'regulatory', 'issue', 'facing', 'week', 'make', 'sure', 'gas', 'desk', 'included']",0,0,1,0,1,2
Normal,"['survey', 'full', 'name', 'login', 'id', 'p']",0,0,1,0,3,17
Normal,"['send', 'resume', 'new', 'round', 'trading', 'track', 'interview', 'may']",0,0,2,0,0,0
Normal,"['outlook', 'migration', 'amir']",0,0,1,0,3,12
Normal,"['outlook', 'migration', 'amir']",0,0,1,0,3,12
Normal,"['alan', 'received', 'number', 'call', 'receive']",0,0,1,0,0,1
Normal,"['alan', 'joe', 'request', 'got']",0,0,1,0,5,14
Normal,"['alan', 'joe', 'request', 'got']",0,0,1,0,5,14
Normal,"['authorize', 'access', 'west', 'power', 'site', 'southern', 'basis', 'trader', 'two', 'year', 'contract', 'another', 'note', 'imagination', 'lower', 'forecast', 'discharge', 'may', 'like', 'flow', 'range', 'day', 'near', 'also', 'second', 'half', 'doesnt', 'seem', 'outflow', 'stayed', 'call', 'additional', 'insight', 'thank']",0,0,2,0,6,8
Normal,"['also', 'speaking', 'brown', 'san', 'general', 'contractor', 'according', 'would', 'pay', 'factory', 'versus', 'panel', 'since', 'site', 'within', 'region', 'assuming', 'true', 'work', 'directly', 'believe', 'sent', 'plan', 'prepared', 'flores', 'architect', 'confirm', 'price', 'direct', 'factory', 'distributor', 'estimate', 'worked', 'please', 'well', 'thank', 'time', 'excited', 'potentially', 'product']",0,0,1,0,1,6
Normal,"['ray', 'detail', 'gas', 'cost', 'proxy', 'delivery', 'point', 'publication', 'used', 'basically', 'help', 'u', 'get', 'clarification', 'language', 'average', 'daily', 'cost', 'gas', 'delivery', 'point']",0,0,1,0,0,5
Normal,"['hull', 'resume', 'think', 'would', 'best', 'trading', 'track', 'program', 'please', 'forward', 'resume']",0,0,2,0,0,2
Normal,"['regarding', 'storage', 'west', 'desk', 'strong', 'need', 'storage', 'always', 'willing', 'show', 'bid', 'based', 'current', 'spread', 'cycling', 'value', 'following', 'assumption', 'made', 'establish', 'bid', 'daily', 'injection', 'capacity', 'daily', 'withdrawal', 'capacity', 'fuel', 'injection', 'variable', 'injection', 'withdrawal', 'fee', 'also', 'undiscounted', 'june', 'spread', 'time', 'bid', 'bid', 'year', 'storage', 'contract', 'beginning', 'june', 'based', 'assumption', 'year', 'demand', 'charge', 'sure', 'exactly', 'need', 'please', 'call', 'comment']",0,0,3,0,4,19
Normal,"['ray', 'morning', 'commission', 'meeting', 'suspect']",0,0,1,0,2,14
Normal,"['behind', 'closed', 'door', 'discussion', 'prior', 'meeting', 'potential', 'surprise', 'announcement', 'sort', 'fixed', 'price', 'gas', 'power', 'cap', 'open', 'meeting', 'finally']",0,0,1,0,0,2
Normal,"['photograph', 'similar', 'house', 'dimension', 'would', 'wide', 'x', 'deep', 'living', 'area', 'addition', 'deep', 'two', 'story', 'porch', 'across', 'entire', 'back', 'across', 'front', 'modification', 'front', 'addition', 'gable', 'across', 'left', 'side', 'living', 'area', 'brought', 'forward', 'gable', 'flush', 'front', 'porch', 'dont', 'floor', 'plan', 'work', 'today', 'bring', 'tomorrow', 'copy']",0,0,2,0,6,20
Normal,"['eric', 'instruction', 'meeting', 'per', 'phon']",0,0,1,0,3,14
Normal,"['frank', 'risk', 'san', 'partially', 'set', 'today', 'risk', 'long', 'future', 'position', 'whatever', 'risk', 'prior', 'matter', 'since', 'rest', 'book', 'short', 'price', 'large', 'offset', 'calculation', 'match', 'company', 'true', 'risk', 'need']",0,0,2,0,3,5
Normal,"['spoke', 'insurance', 'company', 'going', 'cancel', 'prorate', 'policy', 'work', 'issue', 'new', 'policy']",0,0,1,0,1,1
Normal,"['frank', 'o', 'sell']",0,0,1,0,3,15
Normal,"['griff', 'need', 'provide', 'view', 'id', 'two', 'major', 'publication', 'post', 'monthly', 'please', 'id', 'password', 'following', 'dexter', 'natural', 'gas', 'intelligence', 'inside', 'way', 'critical', 'id', 'sent', 'thanks', 'help']",0,0,1,0,11,12
Normal,"['think', 'chad', 'interview']",0,0,2,0,0,0
Normal,"['send', 'resume', 'believe', 'full', 'round', 'interview', 'trading', 'track', 'may']",0,0,2,0,0,0
Normal,"['send', 'resume', 'new', 'round', 'trading', 'track', 'interview', 'may']",0,0,2,0,0,0
Normal,"['hull', 'resume', 'think', 'would', 'best', 'trading', 'track', 'program', 'please', 'forward', 'resume']",0,0,2,0,0,2
Normal,"['thank', 'meeting', 'left', 'feeling', 'optimistic', 'panel', 'system', 'would', 'like', 'find', 'way', 'incorporate', 'panel', 'home', 'design', 'order', 'make', 'feasible', 'within', 'budget', 'sure', 'take', 'several', 'iteration', 'prospect', 'panel', 'framer', 'install', 'may', 'considered', 'however', 'first', 'choice', 'would', 'general', 'contractor', 'realize', 'receive', 'number', 'call', 'seeking', 'information', 'product', 'little', 'probability', 'sale', 'want', 'assure', 'going', 'build', 'house', 'fall', 'would', 'seriously', 'consider', 'panel', 'system', 'truly', 'slight', 'increase', 'cost', 'stick', 'built', 'please', 'cost', 'estimate', 'complete', 'thank']",0,0,1,0,0,3
Normal,"['please', 'forward', 'presentation', 'mog', 'presentation', 'trading', 'track', 'aa', 'hi', 'slide', 'assistant', 'copy', 'mog', 'conference', 'new', 'york', 'thanks', 'original', 'message', 'sent', 'presentation', 'trading', 'track', 'aa', 'topic', 'western', 'natural', 'gas', 'market', 'may', 'overhead', 'slide', 'bring', 'handout']",0,0,2,0,9,32
Normal,"['chad', 'call', 'ted', 'bland', 'trading', 'track', 'program', 'desk', 'trying', 'use', 'program', 'train', 'analyst', 'trader', 'experience', 'help', 'process', 'make', 'risk', 'rotation', 'unnecessary', 'unless', 'dying', 'another', 'rotation', 'risk']",0,0,2,0,0,1
Normal,"['send', 'money', 'silent', 'second', 'regular', 'mail', 'overnight', 'wire', 'transfer', 'dont', 'see', 'bank', 'make', 'fund', 'available', 'unless', 'wire', 'money', 'need', 'please', 'send', 'wiring', 'instruction']",0,0,1,0,0,4
Normal,"['topic', 'western', 'natural', 'gas', 'market', 'may', 'overhead', 'slide', 'bring', 'handout']",0,0,2,0,1,0
Normal,"['thank', 'meeting', 'left', 'feeling', 'optimistic', 'panel', 'system', 'would', 'like', 'find', 'way', 'incorporate', 'panel', 'home', 'design', 'order', 'make', 'feasible', 'within', 'budget', 'sure', 'take', 'several', 'iteration', 'prospect', 'panel', 'framer', 'install', 'may', 'considered', 'however', 'first', 'choice', 'would', 'general', 'contractor', 'realize', 'receive', 'number', 'call', 'seeking', 'information', 'product', 'little', 'probability', 'sale', 'want', 'assure', 'going', 'build', 'house', 'fall', 'would', 'seriously', 'consider', 'panel', 'system', 'truly', 'slight', 'increase', 'cost', 'stick', 'built', 'please', 'cost', 'estimate', 'complete', 'thank']",0,0,1,0,0,3
Normal,"['trader', 'list', 'wholesale', 'service', 'gas', 'desk', 'trader', 'list', 'name', 'title']",0,0,2,0,4,13
Normal,"['insurance', 'company', 'central', 'insurance', 'agency', 'n', 'po', 'box', 'policy', 'contact', 'actual', 'policy', 'vista', 'insurance', 'partner', 'please', 'try', 'schedule', 'appraiser', 'sometime', 'dad', 'walk', 'around', 'town', 'else', 'need', 'get', 'done']",0,0,2,0,0,10
Normal,"['insurance', 'tomorrow']",0,0,1,0,0,0
Normal,['jeff'],0,0,2,0,5,14
Normal,"['simplistic', 'didnt', 'drop', 'new', 'generation', 'yet', 'even', 'without', 'new', 'plant', 'look', 'like', 'q', 'worse', 'last', 'year', 'take', 'look', 'get', 'back', 'bullish', 'case', 'thanks']",0,0,2,0,1,4
Normal,"['try', 'get', 'dad', 'take', 'appraiser', 'couple', 'unit', 'let', 'know', 'day', 'time']",0,0,2,0,0,0
Normal,"['larry', 'sound', 'like', 'almost', 'finished', 'document', 'one', 'item', 'unsure', 'environmental', 'report', 'prepared', 'original', 'purchase', 'yes', 'shouldnt', 'listed', 'asset', 'partnership', 'cost']",0,0,1,0,0,4
Normal,"['lucy', 'look', 'fine']",0,0,2,0,0,1
Normal,"['thank', 'bid', 'decided', 'floor', 'plan', 'going', 'architect', 'draw', 'plan', 'help', 'work', 'detailed', 'specification', 'list', 'send', 'detailed', 'plan', 'spec', 'list', 'complete', 'final', 'bid', 'probably', 'early', 'mid', 'june']",0,0,1,0,2,1
Normal,"['jeff', 'draw', 'release', 'status', 'quote', 'wade']",0,0,3,0,0,2
Normal,"['still', 'use', 'service']",0,0,1,0,0,0
Normal,"['north', 'corp', 'swain']",0,0,2,0,4,13
Normal,"['lucy', 'last', 'th', 'stay', 'th', 'would', 'helpful', 'made', 'commitment', 'understand', 'put', 'give', 'work']",0,0,2,0,5,7
Normal,"['thanks', 'help']",0,0,1,0,0,0
Normal,"['jed', 'thanks', 'response']",0,0,1,0,0,1
Normal,"['jed', 'spread']",2,0,2,0,3,14
Normal,"['sent', 'last', 'week', 'would', 'san', 'th', 'however', 'going', 'draw', 'plan', 'residence', 'get', 'back', 'touch', 'finished', 'regarding', 'project', 'going', 'work', 'project', 'manager', 'san', 'first', 'development', 'project', 'feel', 'comfortable', 'experience', 'working', 'flores', 'finalize', 'floor', 'plan', 'begin', 'construction', 'drawing', 'bid', 'construction', 'construction', 'estimate', 'still', 'firm', 'possible', 'builder', 'due', 'strong', 'local', 'relationship', 'get', 'back', 'touch', 'made', 'final', 'determination', 'unit', 'mix', 'site', 'plan']",0,0,2,0,5,8
Normal,"['amount', 'fill', 'blank', 'exhibit', 'b', 'contract', 'outstanding', 'larry', 'appraisal', 'agreed', 'reimburse', 'amount', 'total', 'cash', 'pay', 'seller', 'appraisal', 'engineering', 'find', 'reference', 'cash', 'consideration', 'buyer', 'let', 'know', 'need', 'anything', 'else', 'forward', 'seller', 'executed']",0,0,2,0,3,17
Normal,"['regarding', 'employment', 'agreement', 'mike', 'declined', 'without', 'counter', 'said', 'would', 'sign', 'cash', 'equity', 'still', 'believe', 'frank', 'receive', 'incentive']",0,0,2,0,0,4
Normal,"['thanks', 'response', 'think', 'right', 'engaging', 'architect', 'next', 'logical', 'step', 'already', 'sent', 'floor', 'plan', 'got', 'back', 'yesterday', 'first', 'draft', 'took', 'plan', 'going', 'officially', 'engage', 'draw', 'plan', 'work', 'try', 'work', 'detailed', 'specification', 'list', 'also', 'would', 'like', 'visit', 'couple', 'home', 'built', 'speak', 'satisfied', 'home', 'owner', 'san', 'th', 'home', 'near', 'completion', 'could', 'walk', 'day', 'also', 'provide', 'reference', 'plan', 'spec', 'send', 'adjust', 'bid']",0,0,2,0,3,5
Normal,"['distribution', 'list', 'send', 'trader', 'w', 'gas', 'desk', 'happy', 'hour', 'happy', 'hour', 'please', 'guest', 'invite', 'anyone', 'desk', 'would', 'interested', 'meeting', 'new', 'gas', 'desk', 'team', 'thank', 'jess']",0,0,2,0,9,17
Normal,"['please', 'forward', 'presentation', 'mog', 'presentation', 'trading', 'track', 'aa', 'hi', 'slide', 'assistant', 'copy', 'mog', 'conference', 'new', 'york', 'thanks', 'original', 'message', 'sent', 'presentation', 'trading', 'track', 'aa', 'topic', 'western', 'natural', 'gas', 'market', 'may', 'overhead', 'slide', 'bring', 'handout']",0,0,2,0,9,32
Normal,"['asset', 'liability', 'willing', 'assume', 'listed', 'asset', 'land', 'preliminary', 'architecture', 'flores', 'architect', 'preliminary', 'consultant', 'soil', 'engineering', 'testing', 'real', 'estate', 'service', 'liability', 'note', 'outstanding', 'invoice', 'flores', 'additional', 'consideration', 'concession', 'forgive', 'interest', 'due', 'reimburse', 'appraisal', 'partial', 'payment', 'engineer', 'let', 'know', 'need', 'detail']",0,0,2,0,6,16
Normal,['location'],0,0,1,0,0,1
Normal,"['parking', 'sent', 'brad']",0,0,2,0,3,15
Normal,[],0,0,1,1,0,1
Normal,"['office', 'rest', 'week', 'ever', 'seen', 'anyone', 'miss', 'much', 'work', 'last', 'week', 'assure', 'unusual', 'hopefully', 'sign', 'document', 'call', 'cell', 'phone', 'need']",0,0,1,0,0,1
Normal,"['still', 'number', 'initial', 'thought', 'cost', 'plus', 'contract', 'cap', 'role', 'would', 'play', 'experience', 'd', 'loan', 'although', 'fee', 'lower', 'larry', 'still', 'getting', 'market', 'quote', 'lower', 'yet', 'received', 'estimate', 'structured', 'expense', 'supervision', 'clean', 'equipment', 'overhead', 'profit', 'give', 'initial', 'feedback', 'also', 'attached', 'extremely', 'primitive', 'outline', 'project', 'see', 'even', 'reducing', 'builder', 'fee', 'number', 'project', 'would', 'generate', 'cash', 'flow', 'return', 'low', 'return', 'think', 'need', 'find', 'way', 'get', 'total', 'cost', 'would', 'boost', 'return', 'idea', 'realize', 'offering', 'significant', 'development', 'experience', 'plus', 'local', 'connection', 'service', 'office', 'rest', 'week', 'call', 'early', 'next', 'week']",0,0,7,0,1,19
Normal,"['picture', 'house', 'mind', 'going', 'simple', 'farmhouse', 'style', 'place', 'acre', 'near', 'point', 'might', 'obvious', 'plan', 'double', 'porch', 'across', 'back', 'like', 'front', 'dormer', 'metal', 'roof', 'bath', 'stair', 'overall', 'dimension', 'looking', 'little', 'design', 'help', 'kitchen', 'cabinet', 'maybe', 'different', 'shaped', 'island', 'way', 'enlarge', 'pantry', 'find', 'way', 'make', 'exterior', 'attractive', 'want', 'keep', 'simple', 'roof', 'line', 'avoid', 'leak', 'thinking', 'left', 'side', 'forward', 'front', 'house', 'place', 'gable', 'front', 'might', 'look', 'good', 'exterior', 'stone', 'stucco', 'also', 'front', 'porch', 'would', 'smaller', 'bid', 'builder', 'around', 'ready', 'go', 'ahead', 'plan', 'done', 'spec', 'finishing', 'choose', 'builder', 'give', 'opportunity', 'work', 'alternative', 'thought', 'since', 'detailed', 'sketch', 'might', 'consider', 'job']",0,0,2,0,8,26
Normal,"['mail', 'picture']",1,0,1,0,2,14
Normal,"['mail', 'transcript', 'session']",1,0,1,0,3,13
Normal,"['picture', 'house', 'mind', 'going', 'simple', 'farmhouse', 'style', 'place', 'acre', 'near', 'point', 'might', 'obvious', 'plan', 'double', 'porch', 'across', 'back', 'like', 'front', 'dormer', 'metal', 'roof', 'bath', 'stair', 'overall', 'dimension', 'looking', 'little', 'design', 'help', 'kitchen', 'cabinet', 'maybe', 'different', 'shaped', 'island', 'way', 'enlarge', 'pantry', 'find', 'way', 'make', 'exterior', 'attractive', 'want', 'keep', 'simple', 'roof', 'line', 'avoid', 'leak', 'thinking', 'left', 'side', 'forward', 'front', 'house', 'place', 'gable', 'front', 'might', 'look', 'good', 'exterior', 'stone', 'stucco', 'also', 'front', 'porch', 'would', 'smaller', 'bid', 'builder', 'around', 'ready', 'go', 'ahead', 'plan', 'done', 'spec', 'finishing', 'choose', 'builder', 'give', 'opportunity', 'work', 'alternative', 'thought', 'since', 'detailed', 'sketch', 'might', 'consider', 'job']",0,0,2,0,8,26
Normal,"['chad', 'call', 'ted', 'bland', 'trading', 'track', 'program', 'desk', 'trying', 'use', 'program', 'train', 'analyst', 'trader', 'experience', 'help', 'process', 'make', 'risk', 'rotation', 'unnecessary', 'unless', 'dying', 'another', 'rotation', 'risk']",0,0,2,0,0,1
Normal,['problem'],0,0,1,0,1,0
